front,back,lemma,pos,gender,plural,plural_display,plural_alternatives,translations,translation_source,example,example_cloze,frequency,book
"die Laufbahn, -en",career (persönliche Karriere eines Menschen in seinem Berufsleben); running track (Sport: Anlage für Laufwettbewerbe),Laufbahn,NOUN,feminine,Laufbahnen,-en,,career (persönliche Karriere eines Menschen in seinem Berufsleben); running track (Sport: Anlage für Laufwettbewerbe),dictionary-en,"»Dies könnte durchaus der Tag sein, an dem ich das größte Geschäft meiner Laufbahn abschließe«, sagte Onkel Vernon.","»Dies könnte durchaus der Tag sein, an dem ich das größte Geschäft meiner {{c1::Laufbahn}} abschließe«, sagte Onkel Vernon.",2,02_harry_potter_und_die_kammer_des_schreckens
"der Laufschritt, -",,Laufschritt,NOUN,masculine,,,,,,Mr Weasley rannte über die Straße und holte Gepäckkarren und im Laufschritt stürmten sie in die Schalterhalle.,Mr Weasley rannte über die Straße und holte Gepäckkarren und im {{c1::Laufschritt}} stürmten sie in die Schalterhalle.,2,02_harry_potter_und_die_kammer_des_schreckens
"Lebende, -",,Lebende,NOUN,,Lebende,-,,,,"»Ich wette, es gibt nicht viele Lebende, die von sich behaupten können, auf einer davon gewesen zu sein - das wird sicher faszinierend!«","»Ich wette, es gibt nicht viele {{c1::Lebende}}, die von sich behaupten können, auf einer davon gewesen zu sein - das wird sicher faszinierend!«",1,02_harry_potter_und_die_kammer_des_schreckens
"Lebensgeister, -n",,Lebensgeister,NOUN,,Lebensgeistern,-n,Lebensgeister,,,Die kühle Morgenluft peitschte ihm ins Gesicht und weckte seine Lebensgeister gründlicher als Woods langatmiger Vortrag.,Die kühle Morgenluft peitschte ihm ins Gesicht und weckte seine {{c1::Lebensgeister}} gründlicher als Woods langatmiger Vortrag.,1,02_harry_potter_und_die_kammer_des_schreckens
"der Lebenszweck, -e",,Lebenszweck,NOUN,masculine,Lebenszwecke,-e,Lebenszwecken,,,"Peeves war der Schul-Poltergeist, ein grinsendes, in der Luft schwebendes Übel, dessen Lebenszweck es war, Wirrsal und Verdruss zu schaffen.","Peeves war der Schul-Poltergeist, ein grinsendes, in der Luft schwebendes Übel, dessen {{c1::Lebenszweck}} es war, Wirrsal und Verdruss zu schaffen.",1,02_harry_potter_und_die_kammer_des_schreckens
"der Lebtag, -e","all … life (veraltend, nur in Wendungen: Zeit, die jemand lebt, beziehungsweise (noch) gelebt hat)",Lebtag,NOUN,masculine,Lebtage,-e,Lebtagen,"all … life (veraltend, nur in Wendungen: Zeit, die jemand lebt, beziehungsweise (noch) gelebt hat)",dictionary-en,"Meiner Lebtage ist mir das noch nicht - wartet nur, bis euer Vater nach Hause kommt, nie haben uns Bill oder Charlie oder Percy solchen Kummer gemacht","Meiner {{c1::Lebtage}} ist mir das noch nicht - wartet nur, bis euer Vater nach Hause kommt, nie haben uns Bill oder Charlie oder Percy solchen Kummer gemacht",1,02_harry_potter_und_die_kammer_des_schreckens
"der Lebzeiten, -",,Lebzeiten,NOUN,masculine,Lebzeiten,-,,,,"Professor Binns sah sie derart irritiert an, dass Harry sich sicher war, dass noch kein Schüler ihn je zuvor unterbrochen hatte, weder zu seinen Lebzeiten noch danach.","Professor Binns sah sie derart irritiert an, dass Harry sich sicher war, dass noch kein Schüler ihn je zuvor unterbrochen hatte, weder zu seinen {{c1::Lebzeiten}} noch danach.",1,02_harry_potter_und_die_kammer_des_schreckens
"der Lederbeutel, -n",,Lederbeutel,NOUN,masculine,Lederbeuteln,-n,Lederbeutel,,,"Er bemühte sich, den andern die Sicht zu verdecken, während er hastig ganze Hände voller Münzen in einen Lederbeutel stopfte.","Er bemühte sich, den andern die Sicht zu verdecken, während er hastig ganze Hände voller Münzen in einen {{c1::Lederbeutel}} stopfte.",1,02_harry_potter_und_die_kammer_des_schreckens
"Lehrerumhang, -Lehrerumhänge",,Lehrerumhang,NOUN,,Lehrerumhänge,-Lehrerumhänge,,,,Zu seiner Rechten stand ein hässlicher Kleiderschrank voller Lehrerumhänge.,Zu seiner Rechten stand ein hässlicher Kleiderschrank voller {{c1::Lehrerumhänge}}.,1,02_harry_potter_und_die_kammer_des_schreckens
"die Lehrerzimmertür, -",,Lehrerzimmertür,NOUN,feminine,Lehrerzimmertür,-,,,,"Sie versteckten sich im Schrank, lauschten dem Getrappel von hunderten von Schülern über ihren Köpfen und hörten dann, wie die Lehrerzimmertür aufging.","Sie versteckten sich im Schrank, lauschten dem Getrappel von hunderten von Schülern über ihren Köpfen und hörten dann, wie die {{c1::Lehrerzimmertür}} aufging.",2,02_harry_potter_und_die_kammer_des_schreckens
"der Leib, -er",body (gehoben: lebendiger Körper von Mensch oder Tier); trunk (gehoben: Körper ohne Kopf und Gliedmaßen: Rumpf),Leib,NOUN,masculine,Leiber,-er,Leibern,body (gehoben: lebendiger Körper von Mensch oder Tier); trunk (gehoben: Körper ohne Kopf und Gliedmaßen: Rumpf),dictionary-en,"»Ich weiß, was heute für ein Tag ist«, wiederholte Dudley und rückte ihm ganz nahe auf den Leib.","»Ich weiß, was heute für ein Tag ist«, wiederholte Dudley und rückte ihm ganz nahe auf den {{c1::Leib}}.",4,02_harry_potter_und_die_kammer_des_schreckens
"Leibeskraft, -Leibeskräften",,Leibeskraft,NOUN,,Leibeskräften,-Leibeskräften,,,,"Es hatte eine blassgrüne, gefleckte Haut und schrie ganz eindeutig aus Leibeskräften.","Es hatte eine blassgrüne, gefleckte Haut und schrie ganz eindeutig aus {{c1::Leibeskräften}}.",2,02_harry_potter_und_die_kammer_des_schreckens
"die Leiche, -n","body (der tote Körper eines Menschen, (seltener gebraucht) eines Tieres); corpse (der tote Körper eines Menschen, (seltener gebraucht) eines Tieres)",Leiche,NOUN,feminine,Leichen,-n,,"body (der tote Körper eines Menschen, (seltener gebraucht) eines Tieres); corpse (der tote Körper eines Menschen, (seltener gebraucht) eines Tieres)",dictionary-en,"Die Leiche des Mädchens, das getötet wurde, hat man in einer Toilette gefunden.","Die {{c1::Leiche}} des Mädchens, das getötet wurde, hat man in einer Toilette gefunden.",1,02_harry_potter_und_die_kammer_des_schreckens
"das Leichte, -",,Leichte,NOUN,neuter,,,,,,"Was ganz Leichtes, keine Sorge - wollte nur sehen, wie gründlich ihr sie gelesen habt, wie viel ihr behalten habt -«","Was ganz {{c1::Leichtes}}, keine Sorge - wollte nur sehen, wie gründlich ihr sie gelesen habt, wie viel ihr behalten habt -«",1,02_harry_potter_und_die_kammer_des_schreckens
"Leichtgläubig, -en",,Leichtgläubig,NOUN,,Leichtgläubigen,-en,,,,"Eine Mär, die dazu taugt, den Leichtgläubigen Furcht einzujagen.«","Eine Mär, die dazu taugt, den {{c1::Leichtgläubigen}} Furcht einzujagen.«",1,02_harry_potter_und_die_kammer_des_schreckens
"die Leichtigkeit, -","lightness (geringes Gewicht); easiness (die Eigenschaft, mühelos zu sein)",Leichtigkeit,NOUN,feminine,,,,"lightness (geringes Gewicht); easiness (die Eigenschaft, mühelos zu sein)",dictionary-en,Eine ungewöhnliche Leichtigkeit schien durch seinen ganzen Körper zu fluten und einen Augenblick später rauschten sie durch das Rohr nach oben.,Eine ungewöhnliche {{c1::Leichtigkeit}} schien durch seinen ganzen Körper zu fluten und einen Augenblick später rauschten sie durch das Rohr nach oben.,1,02_harry_potter_und_die_kammer_des_schreckens
"die Leine, -n","cord (längere feste Schnur, an der etwas festgemacht wird oder mit der etwas festgemacht wird; dünnes Seil); leash (längere feste Schnur, an der etwas festgemacht wird oder mit der etwas festgemacht wird; dünnes Seil)",Leine,NOUN,feminine,Leinen,-n,,"cord (längere feste Schnur, an der etwas festgemacht wird oder mit der etwas festgemacht wird; dünnes Seil); leash (längere feste Schnur, an der etwas festgemacht wird oder mit der etwas festgemacht wird; dünnes Seil)",dictionary-en,"Harry konnte sich gut vorstellen, wie der dreizehnjährige Hagrid versucht hatte, es an Halsband und Leine auszuführen.","Harry konnte sich gut vorstellen, wie der dreizehnjährige Hagrid versucht hatte, es an Halsband und {{c1::Leine}} auszuführen.",1,02_harry_potter_und_die_kammer_des_schreckens
"die Lese, -n",,Lese,NOUN,feminine,Lesen,-n,,,,"Es war durchaus üblich, dass sie viel Zeit mit Lesen verbrachte, doch jetzt tat sie fast nichts anderes mehr.","Es war durchaus üblich, dass sie viel Zeit mit {{c1::Lesen}} verbrachte, doch jetzt tat sie fast nichts anderes mehr.",1,02_harry_potter_und_die_kammer_des_schreckens
"der Leuchtturm, -Leuchttürme",lighthouse (weithin Lichtsignale ausstrahlender Turm an der Küste),Leuchtturm,NOUN,masculine,Leuchttürme,-Leuchttürme,Leuchttürmen,lighthouse (weithin Lichtsignale ausstrahlender Turm an der Küste),dictionary-en,"Harry Potter hat überlebt, und die Macht des Dunklen Lords wurde gebrochen und ein neuer Morgen brach an, Sir, und Harry Potter strahlte wie ein Leuchtturm der Hoffnung für jene von uns, die dachten, die dunklen Tage würden nie enden, Sir ... und jetzt, in Hogwarts, werden schreckliche Dinge geschehen, und geschehen vielleicht jetzt schon, und Dobby kann Harry Potter nicht hier lassen, nun, da die Geschichte sich wiederholen wird, nun, da die Kammer des Schreckens wieder geöffnet ist -«","Harry Potter hat überlebt, und die Macht des Dunklen Lords wurde gebrochen und ein neuer Morgen brach an, Sir, und Harry Potter strahlte wie ein {{c1::Leuchtturm}} der Hoffnung für jene von uns, die dachten, die dunklen Tage würden nie enden, Sir ... und jetzt, in Hogwarts, werden schreckliche Dinge geschehen, und geschehen vielleicht jetzt schon, und Dobby kann Harry Potter nicht hier lassen, nun, da die Geschichte sich wiederholen wird, nun, da die Kammer des Schreckens wieder geöffnet ist -«",1,02_harry_potter_und_die_kammer_des_schreckens
"der Lichtblitz, -e",,Lichtblitz,NOUN,masculine,Lichtblitze,-e,Lichtblitzen,,,"Doch als er aufzustehen versuchte, bereit, kämpfend zu sterben, hörte er einen lauten, lang gezogenen Ton, und ein Lichtblitz flammte durch die Senke.","Doch als er aufzustehen versuchte, bereit, kämpfend zu sterben, hörte er einen lauten, lang gezogenen Ton, und ein {{c1::Lichtblitz}} flammte durch die Senke.",1,02_harry_potter_und_die_kammer_des_schreckens
"der Lichtkegel, -n",light cone,Lichtkegel,NOUN,masculine,Lichtkegeln,-n,Lichtkegel,light cone,dictionary-en,"Harry hielt an und versuchte zu erspähen, wo die Spinnen hinliefen, doch alles außerhalb des kleinen Lichtkegels war rabenschwarz.","Harry hielt an und versuchte zu erspähen, wo die Spinnen hinliefen, doch alles außerhalb des kleinen {{c1::Lichtkegels}} war rabenschwarz.",1,02_harry_potter_und_die_kammer_des_schreckens
"der Lichtstrahl, -en",ray of light (von einer Lichtquelle geradlinig ausgehendes Licht); beam of light (von einer Lichtquelle geradlinig ausgehendes Licht),Lichtstrahl,NOUN,masculine,Lichtstrahlen,-en,,ray of light (von einer Lichtquelle geradlinig ausgehendes Licht); beam of light (von einer Lichtquelle geradlinig ausgehendes Licht),dictionary-en,"Ein lauter Knall hallte im Stadion wider, ein grüner Lichtstrahl schoss aus dem falschen Ende von Rons Zauberstab heraus, traf ihn in den Magen und schleuderte ihn in hohem Bogen rücklings ins Gras.","Ein lauter Knall hallte im Stadion wider, ein grüner {{c1::Lichtstrahl}} schoss aus dem falschen Ende von Rons Zauberstab heraus, traf ihn in den Magen und schleuderte ihn in hohem Bogen rücklings ins Gras.",2,02_harry_potter_und_die_kammer_des_schreckens
"Liebesbot, -en",,Liebesbot,NOUN,,Liebesboten,-en,,,,"»Meine freundlichen Liebesboten«, strahlte Lockhart.","»Meine freundlichen {{c1::Liebesboten}}«, strahlte Lockhart.",1,02_harry_potter_und_die_kammer_des_schreckens
"der Liebestrank, -",,Liebestrank,NOUN,masculine,,,,,,"Warum bitten wir nicht Professor Snape, uns zu zeigen, wie man einen Liebestrank mischt!","Warum bitten wir nicht Professor Snape, uns zu zeigen, wie man einen {{c1::Liebestrank}} mischt!",2,02_harry_potter_und_die_kammer_des_schreckens
"die Lieble, -",,Lieble,NOUN,feminine,Lieble,-,Liebles,,,"Flohpulver ist viel schneller, mein Lieber, aber meine Güte, wenn du es noch nie ausprobiert hast -«","Flohpulver ist viel schneller, mein {{c1::Lieber}}, aber meine Güte, wenn du es noch nie ausprobiert hast -«",1,02_harry_potter_und_die_kammer_des_schreckens
"die Lieblingsart, -",,Lieblingsart,NOUN,feminine,,,,,,Das war bestimmt nicht seine Lieblingsart zu reisen.,Das war bestimmt nicht seine {{c1::Lieblingsart}} zu reisen.,1,02_harry_potter_und_die_kammer_des_schreckens
"das Lieblingsbuch, -Lieblingsbücher",,Lieblingsbuch,NOUN,neuter,Lieblingsbücher,-Lieblingsbücher,Lieblingsbüchern,,,»Vielleicht mein Lieblingsbuch.,»Vielleicht mein {{c1::Lieblingsbuch}}.,1,02_harry_potter_und_die_kammer_des_schreckens
"die Lieblingsfarbe, -n","favorite color (Farbe, die eine Person(engruppe) am meisten mag)",Lieblingsfarbe,NOUN,feminine,Lieblingsfarben,-n,,"favorite color (Farbe, die eine Person(engruppe) am meisten mag)",dictionary-en,1. Was ist Gilderoy Lockharts Lieblingsfarbe?,1. Was ist Gilderoy Lockharts {{c1::Lieblingsfarbe}}?,2,02_harry_potter_und_die_kammer_des_schreckens
"der Lieblingsschüler, -n",,Lieblingsschüler,NOUN,masculine,Lieblingsschülern,-n,Lieblingsschüler,,,"Draco Malfoy, Snapes Lieblingsschüler, schnippte dauernd Pufferfischaugen gegen Ron und Harry, die wussten, wenn sie sich rächen würden, bekämen sie schneller Strafarbeiten aufgehalst, als sie »ungerecht« sagen konnten.","Draco Malfoy, Snapes {{c1::Lieblingsschüler}}, schnippte dauernd Pufferfischaugen gegen Ron und Harry, die wussten, wenn sie sich rächen würden, bekämen sie schneller Strafarbeiten aufgehalst, als sie »ungerecht« sagen konnten.",1,02_harry_potter_und_die_kammer_des_schreckens
"die Lieblingsspeise, -n",,Lieblingsspeise,NOUN,feminine,Lieblingsspeisen,-n,,,,"An ihrem letzten Abend zauberte Mrs Weasley ein üppiges Mahl aus Harrys Lieblingsspeisen, gekrönt von einem leckeren Siruppudding.","An ihrem letzten Abend zauberte Mrs Weasley ein üppiges Mahl aus Harrys {{c1::Lieblingsspeisen}}, gekrönt von einem leckeren Siruppudding.",1,02_harry_potter_und_die_kammer_des_schreckens
"das Lila, -","lilac (helles Violett, die typische Farbe der Fliederblüte)",Lila,NOUN,neuter,Lila,-,Lilas,"lilac (helles Violett, die typische Farbe der Fliederblüte)",dictionary-en,"»Tjaja - kaum einer von euch weiß noch, dass meine Lieblingsfarbe Lila ist.","»Tjaja - kaum einer von euch weiß noch, dass meine Lieblingsfarbe {{c1::Lila}} ist.",1,02_harry_potter_und_die_kammer_des_schreckens
"der Limerick, -s","limerick (grotesk-witziges, aus fünf Zeilen bestehendes Gedicht mit dem festen Reimschema AABBA); Limerick (Geografie: eine Stadt in der Republik Irland)",Limerick,NOUN,masculine,Limericks,-s,,"limerick (grotesk-witziges, aus fünf Zeilen bestehendes Gedicht mit dem festen Reimschema AABBA); Limerick (Geografie: eine Stadt in der Republik Irland)",dictionary-en,"Und jeder, der Sonette eines Zauberers gelesen hatte, sprach für den Rest seines Lebens in Limericks.","Und jeder, der Sonette eines Zauberers gelesen hatte, sprach für den Rest seines Lebens in {{c1::Limericks}}.",1,02_harry_potter_und_die_kammer_des_schreckens
"das Lockenhaar, -",,Lockenhaar,NOUN,neuter,,,,,,"Kaum hatte er den Mund zugemacht, kam auch schon ein Mädchen mit langem Lockenhaar aus der Tür.","Kaum hatte er den Mund zugemacht, kam auch schon ein Mädchen mit langem {{c1::Lockenhaar}} aus der Tür.",2,02_harry_potter_und_die_kammer_des_schreckens
"der Lockenwickler, -n","curler (kleine Rolle, um die eine Haarsträhne gewickelt wird, die dann nach dem Trocknen lockig ist)",Lockenwickler,NOUN,masculine,Lockenwicklern,-n,Lockenwickler,"curler (kleine Rolle, um die eine Haarsträhne gewickelt wird, die dann nach dem Trocknen lockig ist)",dictionary-en,»Dreht sich jetzt wohl eher Lockenwickler ins Haar.«,»Dreht sich jetzt wohl eher {{c1::Lockenwickler}} ins Haar.«,1,02_harry_potter_und_die_kammer_des_schreckens
"der Lockhart, -s",,Lockhart,NOUN,masculine,Lockharts,-s,,,,"»Dieser Lockhart ist schon ein toller Hecht, nicht wahr?«, sagte Justin munter, während sie ihre Blumentöpfe mit Drachendungkompost füllten.","»Dieser {{c1::Lockhart}} ist schon ein toller Hecht, nicht wahr?«, sagte Justin munter, während sie ihre Blumentöpfe mit Drachendungkompost füllten.",3,02_harry_potter_und_die_kammer_des_schreckens
"Lockhart-Werk, -e",,Lockhart-Werk,NOUN,,Lockhart-Werke,-e,,,,»Fünfmal sämtliche Lockhart-Werke!,»Fünfmal sämtliche {{c1::Lockhart-Werke}}!,1,02_harry_potter_und_die_kammer_des_schreckens
"der Lord, -s","lord (Großbritannien: Angehöriger des Hochadels, aber kein Duke); lord (Großbritannien: Inhaber eines bestimmten Amtes)",Lord,NOUN,masculine,Lords,-s,,"lord (Großbritannien: Angehöriger des Hochadels, aber kein Duke); lord (Großbritannien: Inhaber eines bestimmten Amtes)",dictionary-en,"»Das hast du mir mindestens schon ein Dutzend Mal erzählt«, sagte Mr Malfoy mit mahnendem Blick auf seinen Sohn, »und ich muss dich nicht zum ersten Mal daran erinnern, dass es - unklug ist, nicht allzu angetan von Harry Potter zu sein, wo die meisten von uns ihn doch als Helden betrachten, der den Schwarzen Lord verjagt hat - ah, Mr Borgin.«","»Das hast du mir mindestens schon ein Dutzend Mal erzählt«, sagte Mr Malfoy mit mahnendem Blick auf seinen Sohn, »und ich muss dich nicht zum ersten Mal daran erinnern, dass es - unklug ist, nicht allzu angetan von Harry Potter zu sein, wo die meisten von uns ihn doch als Helden betrachten, der den Schwarzen {{c1::Lord}} verjagt hat - ah, Mr Borgin.«",5,02_harry_potter_und_die_kammer_des_schreckens
"der Luftballon, -e",toy balloon; balloon,Luftballon,NOUN,masculine,Luftballone,-e,Luftballons; Luftballonen,toy balloon; balloon,dictionary-en,"Schüler, die einen Tropfen abbekommen hatten, schrien laut auf, Malfoy hatte einen Spritzer mitten ins Gesicht bekommen und seine Nase begann sich zu blähen wie ein Luftballon.","Schüler, die einen Tropfen abbekommen hatten, schrien laut auf, Malfoy hatte einen Spritzer mitten ins Gesicht bekommen und seine Nase begann sich zu blähen wie ein {{c1::Luftballon}}.",1,02_harry_potter_und_die_kammer_des_schreckens
"der Luftzug, -Luftzüge",draught (Zufuhr von Frischluft (häufig in einen Raum); British); draft (Zufuhr von Frischluft (häufig in einen Raum)),Luftzug,NOUN,masculine,Luftzüge,-Luftzüge,Luftzügen,draught (Zufuhr von Frischluft (häufig in einen Raum); British); draft (Zufuhr von Frischluft (häufig in einen Raum)),dictionary-en,"ein scharfer, eisiger Luftzug pfiff durch ein in den Angeln schlagendes Fenster und hatte die Fackeln gelöscht.","ein scharfer, eisiger {{c1::Luftzug}} pfiff durch ein in den Angeln schlagendes Fenster und hatte die Fackeln gelöscht.",1,02_harry_potter_und_die_kammer_des_schreckens
"die Lunge, -n",lung (Anatomie: ein Organ zum Atmen von Luft),Lunge,NOUN,feminine,Lungen,-n,,lung (Anatomie: ein Organ zum Atmen von Luft),dictionary-en,"Er vollendete seinen Purzelbaum und bevor Harry ihn aufhalten konnte, füllte er seine Lungen und brüllte:","Er vollendete seinen Purzelbaum und bevor Harry ihn aufhalten konnte, füllte er seine {{c1::Lungen}} und brüllte:",1,02_harry_potter_und_die_kammer_des_schreckens
"die Lupe, -n","magnifying glass (Linse, meist aus Glas, zur optischen Vergrößerung); magnifier (Linse, meist aus Glas, zur optischen Vergrößerung)",Lupe,NOUN,feminine,Lupen,-n,,"magnifying glass (Linse, meist aus Glas, zur optischen Vergrößerung); magnifier (Linse, meist aus Glas, zur optischen Vergrößerung)",dictionary-en,"»Keine Ahnung«, sagte Harry, während Ron Harrys Umhang unter die Lupe nahm.","»Keine Ahnung«, sagte Harry, während Ron Harrys Umhang unter die {{c1::Lupe}} nahm.",1,02_harry_potter_und_die_kammer_des_schreckens
"Lärmerfüllt, -lärmerfüllten",,Lärmerfüllt,NOUN,,lärmerfüllten,-lärmerfüllten,,,,"Nach zehn lärmerfüllten, holprigen Minuten lichteten sich die Bäume, und Harry konnte hier und da einen Fleck Himmel erkennen.","Nach zehn {{c1::lärmerfüllten}}, holprigen Minuten lichteten sich die Bäume, und Harry konnte hier und da einen Fleck Himmel erkennen.",1,02_harry_potter_und_die_kammer_des_schreckens
"der Löffel, -n","spoon (Teil des Bestecks zum Schöpfen, Rühren, Aufnehmen von Flüssigkeiten)",Löffel,NOUN,masculine,Löffeln,-n,Löffel,"spoon (Teil des Bestecks zum Schöpfen, Rühren, Aufnehmen von Flüssigkeiten)",dictionary-en,"Mrs Weasleys Geschrei, hundertmal lauter als sonst, ließ Teller und Löffel auf dem Tisch erzittern und hallte gellend laut von den steinernen Wänden wider.","Mrs Weasleys Geschrei, hundertmal lauter als sonst, ließ Teller und {{c1::Löffel}} auf dem Tisch erzittern und hallte gellend laut von den steinernen Wänden wider.",1,02_harry_potter_und_die_kammer_des_schreckens
"die Lücke, -n","gap (Stelle, an der etwas fehlt, das dort sein sollte oder dort hin kann)",Lücke,NOUN,feminine,Lücken,-n,,"gap (Stelle, an der etwas fehlt, das dort sein sollte oder dort hin kann)",dictionary-en,"»Nun, Liebling, ich denke, du wirst feststellen, dass er sich damit durchaus im Rahmen des Gesetzes bewegt, selbst wenn, ähm, er vielleicht besser daran getan hätte, seiner, ähm, Frau die Wahrheit zu sagen ... es gibt da eine Lücke im Gesetz, wie du sehen wirst ... solange er nämlich nicht beabsichtigte, den Wagen zu fliegen, ist die Tatsache, dass der Wagen fliegen könnte, nicht unbedingt -«","»Nun, Liebling, ich denke, du wirst feststellen, dass er sich damit durchaus im Rahmen des Gesetzes bewegt, selbst wenn, ähm, er vielleicht besser daran getan hätte, seiner, ähm, Frau die Wahrheit zu sagen ... es gibt da eine {{c1::Lücke}} im Gesetz, wie du sehen wirst ... solange er nämlich nicht beabsichtigte, den Wagen zu fliegen, ist die Tatsache, dass der Wagen fliegen könnte, nicht unbedingt -«",4,02_harry_potter_und_die_kammer_des_schreckens
"die Machenschaft, -en","machination (abwertend, meist Plural: geheime und fragwürdige Abmachung, Intrige)",Machenschaft,NOUN,feminine,Machenschaften,-en,,"machination (abwertend, meist Plural: geheime und fragwürdige Abmachung, Intrige)",dictionary-en,Bei all den dunklen Machenschaften hier!,Bei all den dunklen {{c1::Machenschaften}} hier!,1,02_harry_potter_und_die_kammer_des_schreckens
"die Made, -n",maggot (Entomologie: Larve einer Fliege),Made,NOUN,feminine,Maden,-n,,maggot (Entomologie: Larve einer Fliege),dictionary-en,"es gab große Mengen Schafsinnereien, auf denen sich fröhlich Maden tummelten, einen Käselaib, überzogen mit flaumigem grünem Moder und, der Stolz der Küche, einen gewaltigen grauen Kuchen in der Form eines Grabsteins, verziert mit einer Art Teer, der die Worte bildete:","es gab große Mengen Schafsinnereien, auf denen sich fröhlich {{c1::Maden}} tummelten, einen Käselaib, überzogen mit flaumigem grünem Moder und, der Stolz der Küche, einen gewaltigen grauen Kuchen in der Form eines Grabsteins, verziert mit einer Art Teer, der die Worte bildete:",1,02_harry_potter_und_die_kammer_des_schreckens
"die Magengegend, -en",,Magengegend,NOUN,feminine,Magengegenden,-en,,,,Harry sah mit einem flauen Gefühl in der Magengegend zu der riesigen Uhr hoch.,Harry sah mit einem flauen Gefühl in der {{c1::Magengegend}} zu der riesigen Uhr hoch.,2,02_harry_potter_und_die_kammer_des_schreckens
"der Magenschmerz, -en",stomach pain (Schmerzempfindung im Bereich des Magens); stomachache (Schmerzempfindung im Bereich des Magens),Magenschmerz,NOUN,masculine,Magenschmerzen,-en,,stomach pain (Schmerzempfindung im Bereich des Magens); stomachache (Schmerzempfindung im Bereich des Magens),dictionary-en,hätte er dauernd Magenschmerzen.,hätte er dauernd {{c1::Magenschmerzen}}.,2,02_harry_potter_und_die_kammer_des_schreckens
"der Magnet, -e",magnet,Magnet,NOUN,masculine,Magnete,-e,Magneten,magnet,dictionary-en,"als würde Harry den Klatscher anziehen wie ein Magnet, jagte er ihm erneut nach und Harry musste so schnell er konnte das Weite suchen.","als würde Harry den Klatscher anziehen wie ein {{c1::Magnet}}, jagte er ihm erneut nach und Harry musste so schnell er konnte das Weite suchen.",1,02_harry_potter_und_die_kammer_des_schreckens
"das Mahl, -e","meal (Gastronomie: Vorgang, bei dem Essen zu sich genommen wird, gespeist wird); meal (zubereitetes Essen)",Mahl,NOUN,neuter,Mahle,-e,Mähler; Mählern; Mahlen,"meal (Gastronomie: Vorgang, bei dem Essen zu sich genommen wird, gespeist wird); meal (zubereitetes Essen)",dictionary-en,Harry wusch sich die Hände und verschlang sein karges Mahl.,Harry wusch sich die Hände und verschlang sein karges {{c1::Mahl}}.,2,02_harry_potter_und_die_kammer_des_schreckens
"die Mahlzeit, -en","meal (Einnahme des (gemeinschaftlichen) Essens, des Mahls)",Mahlzeit,NOUN,feminine,Mahlzeiten,-en,,"meal (Einnahme des (gemeinschaftlichen) Essens, des Mahls)",dictionary-en,Mrs Weasley kümmerte sich um seine Socken und wollte ihm bei jeder Mahlzeit unbedingt dreimal nachlegen.,Mrs Weasley kümmerte sich um seine Socken und wollte ihm bei jeder {{c1::Mahlzeit}} unbedingt dreimal nachlegen.,2,02_harry_potter_und_die_kammer_des_schreckens
"der Mai, -e",May (der fünfte Monat im Jahr),Mai,NOUN,masculine,Maie,-e,Maien,May (der fünfte Monat im Jahr),dictionary-en,"»Nun, hören wir Mai, was Lockhart dazu sagt -«","»Nun, hören wir {{c1::Mai}}, was Lockhart dazu sagt -«",2,02_harry_potter_und_die_kammer_des_schreckens
"Malfoy, -s",,Malfoy,NOUN,,Malfoys,-s,,,,"»Ich weiß nicht, ob die Malfoys einen Hauselfen haben ...«, sagte Harry.","»Ich weiß nicht, ob die {{c1::Malfoys}} einen Hauselfen haben ...«, sagte Harry.",1,02_harry_potter_und_die_kammer_des_schreckens
"die Mami, -s",mum (Koseform von Mama),Mami,NOUN,feminine,Mamis,-s,,mum (Koseform von Mama),dictionary-en,"»Du willst doch nicht etwa Ärger machen, denn dann muss deine Mami kommen und dich von der Schule holen.«","»Du willst doch nicht etwa Ärger machen, denn dann muss deine {{c1::Mami}} kommen und dich von der Schule holen.«",1,02_harry_potter_und_die_kammer_des_schreckens
"die Mandragora, -",,Mandragora,NOUN,feminine,,,,,,"»Die Alraune, oder Mandragora, ist eine mächtige Rückverwandlerin«, sagte Hermine und klang wie üblich, als hätte sie das Lehrbuch geschluckt.","»Die Alraune, oder {{c1::Mandragora}}, ist eine mächtige Rückverwandlerin«, sagte Hermine und klang wie üblich, als hätte sie das Lehrbuch geschluckt.",1,02_harry_potter_und_die_kammer_des_schreckens
"der Marathonlauf, -Marathonläufe",marathon,Marathonlauf,NOUN,masculine,Marathonläufe,-Marathonläufe,Marathonläufen,marathon,dictionary-en,"jemand klopfte ihm auf die Schulter, als ob er gerade einen Marathonlauf gewonnen hätte.","jemand klopfte ihm auf die Schulter, als ob er gerade einen {{c1::Marathonlauf}} gewonnen hätte.",1,02_harry_potter_und_die_kammer_des_schreckens
"der Marmeladekrapfen, -",,Marmeladekrapfen,NOUN,masculine,,,,,,"»Schade«, sagte Ron und nahm sich einen Marmeladekrapfen.","»Schade«, sagte Ron und nahm sich einen {{c1::Marmeladekrapfen}}.",1,02_harry_potter_und_die_kammer_des_schreckens
