lemma,surface,pos,frequency,context_gender,context_number,plural,plural_alternatives,plural_candidates,verb_forms,example_sentence,example_cloze,book
Haaresbreite,Haaresbreite,NOUN,3,feminine,singular,Haaresbreiten,,,,"Er beklagte sich lauthals, dass die Erstklässler es nie schafften, in eines der Quidditch-Teams aufgenommen zu werden, und erzählte langatmige Geschichten, die immer damit zu enden schienen, dass er um Haaresbreite irgendwelchen Muggeln in Hubschraubern entkommen war.","Er beklagte sich lauthals, dass die Erstklässler es nie schafften, in eines der Quidditch-Teams aufgenommen zu werden, und erzählte langatmige Geschichten, die immer damit zu enden schienen, dass er um {{c1::Haaresbreite}} irgendwelchen Muggeln in Hubschraubern entkommen war.",01_harry_potter_und_der_stein_der_weisen
Halskrause,Halskrause,NOUN,3,feminine,singular,Halskrausen,,,,"Ein Geist, der eine Halskrause und Strumpfhosen trug, hatte plötzlich die Erstklässler bemerkt.","Ein Geist, der eine {{c1::Halskrause}} und Strumpfhosen trug, hatte plötzlich die Erstklässler bemerkt.",01_harry_potter_und_der_stein_der_weisen
Jaow,Jaow,NOUN,3,neuter,singular,,,,,"»Jaow«, sagte Hagrid mit sehr dumpfer Stimme, »ich bring Sirius seine Kiste zurück.","»{{c1::Jaow}}«, sagte Hagrid mit sehr dumpfer Stimme, »ich bring Sirius seine Kiste zurück.",01_harry_potter_und_der_stein_der_weisen
Jubelruf,Jubelrufe,NOUN,3,masculine,plural,Jubelrufe,Jubelrufen,Jubelrufe (1); Jubelrufen (1),,"»Brocklehurst, Mandy« kam ebenfalls nach Ravenclaw, doch »Brown, Lavender« wurde der erste neue Gryffindor, und der Tisch ganz links brach in Jubelrufe aus.","»Brocklehurst, Mandy« kam ebenfalls nach Ravenclaw, doch »Brown, Lavender« wurde der erste neue Gryffindor, und der Tisch ganz links brach in {{c1::Jubelrufe}} aus.",01_harry_potter_und_der_stein_der_weisen
Klein,Kleiner,NOUN,3,neuter,singular,Kleins,,kleinen (1),,"»Jetzt hörst du mir mal zu, Kleiner«, schnauzte er.","»Jetzt hörst du mir mal zu, {{c1::Kleiner}}«, schnauzte er.",01_harry_potter_und_der_stein_der_weisen
Kratze,Kratzen,NOUN,3,neuter,singular,Kratzen,,,,Durch das Geschnatter der Wartenden und das Kratzen der schweren Koffer schrien sich Eulen gegenseitig etwas mürrisch an.,Durch das Geschnatter der Wartenden und das {{c1::Kratzen}} der schweren Koffer schrien sich Eulen gegenseitig etwas mürrisch an.,01_harry_potter_und_der_stein_der_weisen
Pellkartoffel,Pellkartoffeln,NOUN,3,feminine,plural,Pellkartoffeln,,Pellkartoffeln (2),,"Er hatte noch nie so vieles, das er mochte, auf einem einzigen Tisch gesehen: Roastbeef, Brathähnchen, Schweine- und Lammkoteletts, Würste, Schinken, Steaks, Pellkartoffeln, Bratkartoffeln, Pommes, Yorkshire-Pudding, Erbsen, Karotten, Ketchup und, aus irgendeinem merkwürdigen Grund, Pfefferminzbonbons.","Er hatte noch nie so vieles, das er mochte, auf einem einzigen Tisch gesehen: Roastbeef, Brathähnchen, Schweine- und Lammkoteletts, Würste, Schinken, Steaks, {{c1::Pellkartoffeln}}, Bratkartoffeln, Pommes, Yorkshire-Pudding, Erbsen, Karotten, Ketchup und, aus irgendeinem merkwürdigen Grund, Pfefferminzbonbons.",01_harry_potter_und_der_stein_der_weisen
Rascheln,Rascheln,NOUN,3,neuter,singular,,,,,Schließlich hörten sie nichts mehr außer dem Rascheln der Blätter um sie her.,Schließlich hörten sie nichts mehr außer dem {{c1::Rascheln}} der Blätter um sie her.,01_harry_potter_und_der_stein_der_weisen
Reisigzweig,Reisigzweige,NOUN,3,masculine,plural,Reisigzweige,Reisigzweigen,Reisigzweige (1); Reisigzweigen (1),,Es war ein altes Modell und einige der Reisigzweige waren kreuz und quer abgespreizt.,Es war ein altes Modell und einige der {{c1::Reisigzweige}} waren kreuz und quer abgespreizt.,01_harry_potter_und_der_stein_der_weisen
Richtige,Richtige,NOUN,3,feminine,singular,,,,,"Ach, Harry, vielleicht bin ich nicht der Richtige, um es dir zu sagen aber einer muss es tun - und du kannst nicht nach Hogwarts gehen, ohne es zu wissen.«","Ach, Harry, vielleicht bin ich nicht der {{c1::Richtige}}, um es dir zu sagen aber einer muss es tun - und du kannst nicht nach Hogwarts gehen, ohne es zu wissen.«",01_harry_potter_und_der_stein_der_weisen
Schuljahresbeginn,Schuljahresbeginn,NOUN,3,masculine,singular,,,,,Ich habe ein paar Mitteilungen zum Schuljahresbeginn.,Ich habe ein paar Mitteilungen zum {{c1::Schuljahresbeginn}}.,01_harry_potter_und_der_stein_der_weisen
Schulsprecher,Schulsprecher,NOUN,3,masculine,singular,,,,,Bill und Charlie sind schon nicht mehr dort - Bill war Schulsprecher und Charlie war Kapitän der Quidditch-Mannschaft.,Bill und Charlie sind schon nicht mehr dort - Bill war {{c1::Schulsprecher}} und Charlie war Kapitän der Quidditch-Mannschaft.,01_harry_potter_und_der_stein_der_weisen
Sekundant,Sekundant,NOUN,3,neuter,singular,Sekundanten,,,,"»Natürlich hat er«, sagte Ron und stand auf »Ich bin sein Sekundant, wer ist deiner?","»Natürlich hat er«, sagte Ron und stand auf »Ich bin sein {{c1::Sekundant}}, wer ist deiner?",01_harry_potter_und_der_stein_der_weisen
Silbersickel,Silbersickel,NOUN,3,masculine,plural,Silbersickel,,Silbersickel (1),,Siebzehn Silbersickel sind eine Galleone und neunundzwanzig Knuts sind eine Sickel.,Siebzehn {{c1::Silbersickel}} sind eine Galleone und neunundzwanzig Knuts sind eine Sickel.,01_harry_potter_und_der_stein_der_weisen
Stalagmit,Stalagmiten,NOUN,3,,plural,Stalagmiten,,Stalagmiten (3),,"Sie drangen weiter in die Tiefe vor und passierten einen unterirdischen See, bei dem riesige Stalaktiten und Stalagmiten von der Decke und aus dem Boden wucherten.","Sie drangen weiter in die Tiefe vor und passierten einen unterirdischen See, bei dem riesige Stalaktiten und {{c1::Stalagmiten}} von der Decke und aus dem Boden wucherten.",01_harry_potter_und_der_stein_der_weisen
Tagespropheten,Tagespropheten,NOUN,3,masculine,singular,,,,,"Harry saß da und dachte dar-über nach, während Hagrid seine Zeitung, den Tagespropheten, las.","Harry saß da und dachte dar-über nach, während Hagrid seine Zeitung, den {{c1::Tagespropheten}}, las.",01_harry_potter_und_der_stein_der_weisen
Teufelsschling,Teufelsschlinge,NOUN,3,feminine,plural,Teufelsschlinge,,Teufelsschlinge (2),,"»Teufelsschlinge, Teufelsschlinge ... Was hat Professor Sprout gesagt?","»{{c1::Teufelsschlinge}}, Teufelsschlinge ... Was hat Professor Sprout gesagt?",01_harry_potter_und_der_stein_der_weisen
Türmatte,Türmatte,NOUN,3,feminine,singular,,,,,Die Klappe des Briefschlitzes quietschte und die Post klatschte auf die Türmatte.,Die Klappe des Briefschlitzes quietschte und die Post klatschte auf die {{c1::Türmatte}}.,01_harry_potter_und_der_stein_der_weisen
Unterrichtsstunde,Unterrichtsstunden,NOUN,3,feminine,plural,Unterrichtsstunden,,Unterrichtsstunden (2),,"Die Plätzchen waren so hart, dass sie sich fast die Zähne .ausbissen, doch Harry und Ron ließen sich nichts anmerken und erzählten Hagrid alles über die ersten Unterrichtsstunden.","Die Plätzchen waren so hart, dass sie sich fast die Zähne .ausbissen, doch Harry und Ron ließen sich nichts anmerken und erzählten Hagrid alles über die ersten {{c1::Unterrichtsstunden}}.",01_harry_potter_und_der_stein_der_weisen
Untier,Untier,NOUN,3,neuter,singular,Untiere,Untieren,,,"»Haben Sie schon herausgefunden, wie Sie an diesem Untier von Hagrid vorbeikommen?«","»Haben Sie schon herausgefunden, wie Sie an diesem {{c1::Untier}} von Hagrid vorbeikommen?«",01_harry_potter_und_der_stein_der_weisen
Wingardium,Wingardium,NOUN,3,neuter,singular,,,,,"»Wingardium Leviosa!«, rief er und ließ seine langen Arme wie Windmühlenflügel kreisen.","»{{c1::Wingardium}} Leviosa!«, rief er und ließ seine langen Arme wie Windmühlenflügel kreisen.",01_harry_potter_und_der_stein_der_weisen
Zauberkräuter,Zauberkräuter,NOUN,3,,plural,Zauberkräutern,Zauberkräuter,Zauberkräutern (2); Zauberkräuter (1),,Tausend Zauberkräuter und - pilze,Tausend {{c1::Zauberkräuter}} und - pilze,01_harry_potter_und_der_stein_der_weisen
Zürn,Zorn,NOUN,3,masculine,singular,Zürns,,,,In seinem Zorn schien er die ganze Hütte auszufüllen.,In seinem {{c1::Zorn}} schien er die ganze Hütte auszufüllen.,01_harry_potter_und_der_stein_der_weisen
arg,arg,ADV,3,,,,,,,Er stöberte in seinem Koffer herum und zog einen arg in Mitleidenschaft genommenen Zauberstab hervor.,Er stöberte in seinem Koffer herum und zog einen {{c1::arg}} in Mitleidenschaft genommenen Zauberstab hervor.,01_harry_potter_und_der_stein_der_weisen
ausrauben,auszurauben,VERB,3,,,,,,,"Musst also ganz schön bescheuert sein, wenn du versuchst, sie auszurauben.","Musst also ganz schön bescheuert sein, wenn du versuchst, sie {{c1::auszurauben}}.",01_harry_potter_und_der_stein_der_weisen
ausschmücken,ausgeschmückt,VERB,3,,,,,,,"Daraufhin machte Ron einen noch verlegeneren Eindruck, doch nun betraten Sie die Große Halle, die für Halloween ausgeschmückt war, und vergaßen Hermine.","Daraufhin machte Ron einen noch verlegeneren Eindruck, doch nun betraten Sie die Große Halle, die für Halloween {{c1::ausgeschmückt}} war, und vergaßen Hermine.",01_harry_potter_und_der_stein_der_weisen
aussehend,aussehend,ADV,3,,,,,,,"»Wo war ich gerade?«, sagte Hagrid, doch in diesem Augenblick trat Onkel Vernon, immer noch aschfahl, doch sehr zornig aussehend, in das Licht des Kaminfeuers.","»Wo war ich gerade?«, sagte Hagrid, doch in diesem Augenblick trat Onkel Vernon, immer noch aschfahl, doch sehr zornig {{c1::aussehend}}, in das Licht des Kaminfeuers.",01_harry_potter_und_der_stein_der_weisen
barsch,barsch,ADV,3,,,,,,,"»Macht Ferien auf Mallorca«, sagte Tante Petunia barsch.","»Macht Ferien auf Mallorca«, sagte Tante Petunia {{c1::barsch}}.",01_harry_potter_und_der_stein_der_weisen
begeistert,begeistert,ADV,3,,,,,,,"Harry erfuhr, dass sie sich den Fuß gebrochen hatte, als sie über eine ihrer Katzen gestolpert war, und inzwischen schien sie von ihnen nicht mehr ganz so begeistert zu sein.","Harry erfuhr, dass sie sich den Fuß gebrochen hatte, als sie über eine ihrer Katzen gestolpert war, und inzwischen schien sie von ihnen nicht mehr ganz so {{c1::begeistert}} zu sein.",01_harry_potter_und_der_stein_der_weisen
dankbar,dankbar,ADV,3,,,,,,,»Wir müssen für vieles dankbar sein.,»Wir müssen für vieles {{c1::dankbar}} sein.,01_harry_potter_und_der_stein_der_weisen
dreinblickenden,dreinblickenden,ADJ,3,,,,,,,"Statt ihrer lächelte er einer ziemlich ernst dreinblickenden Frau mit Brille zu, deren Gläser quadratisch waren wie das Muster um die Augen der Katze.","Statt ihrer lächelte er einer ziemlich ernst {{c1::dreinblickenden}} Frau mit Brille zu, deren Gläser quadratisch waren wie das Muster um die Augen der Katze.",01_harry_potter_und_der_stein_der_weisen
durchströmen,durchströmte,VERB,3,,,,,,,"VT stieg auf den Besen, stieß sich heftig vom Boden ab und schoss mit wehendem Haar und in der Luft peitschendem Umhang nach oben - und wilde Freude durchströmte ihn, denn er spürte, dass er etwas konnte, was man ihm nicht erst beibringen musste - Fliegen war leicht, Fliegen war toll.","VT stieg auf den Besen, stieß sich heftig vom Boden ab und schoss mit wehendem Haar und in der Luft peitschendem Umhang nach oben - und wilde Freude {{c1::durchströmte}} ihn, denn er spürte, dass er etwas konnte, was man ihm nicht erst beibringen musste - Fliegen war leicht, Fliegen war toll.",01_harry_potter_und_der_stein_der_weisen
ehrlich,ehrlich,ADV,3,,,,,,,"»Ich mach überhaupt nichts«, sagte Harry, »ehrlich ...«","»Ich mach überhaupt nichts«, sagte Harry, »{{c1::ehrlich}} ...«",01_harry_potter_und_der_stein_der_weisen
einverstanden,einverstanden,ADV,3,,,,,,,"Und am Ende war Hagrid einverstanden, Charlie eine Eule zu schicken und ihn zu fragen.","Und am Ende war Hagrid {{c1::einverstanden}}, Charlie eine Eule zu schicken und ihn zu fragen.",01_harry_potter_und_der_stein_der_weisen
flüstert,flüsterte,ADJ,3,,,,,,,"»Ist es das, wo -?«, flüsterte Professor McGonagall.","»Ist es das, wo -?«, {{c1::flüsterte}} Professor McGonagall.",01_harry_potter_und_der_stein_der_weisen
geschrien,geschrien,VERB,3,,,,,,,"Und sie haben diesen Jungen - ich habe gesehen, wie er seine Mutter den ganzen Weg die Straße entlang gequält und nach Süßigkeiten geschrien hat.","Und sie haben diesen Jungen - ich habe gesehen, wie er seine Mutter den ganzen Weg die Straße entlang gequält und nach Süßigkeiten {{c1::geschrien}} hat.",01_harry_potter_und_der_stein_der_weisen
glitzern,glitzerte,VERB,3,,,,,,,An manchen Stellen war er angeschnitten und etwas Weißes glitzerte an der Spitze.,An manchen Stellen war er angeschnitten und etwas Weißes {{c1::glitzerte}} an der Spitze.,01_harry_potter_und_der_stein_der_weisen
gähnend,gähnend,ADV,3,,,,,,,"Noch mehr Treppen ging es empor, gähnend und schlurfend, und Harry fragte sich gerade, wie lange es noch dauern würde, als sie plötzlich Halt machten.","Noch mehr Treppen ging es empor, {{c1::gähnend}} und schlurfend, und Harry fragte sich gerade, wie lange es noch dauern würde, als sie plötzlich Halt machten.",01_harry_potter_und_der_stein_der_weisen
hereinbrechen,hereinbrach,VERB,3,,,,,,,"Als die Nacht hereinbrach, war Dudley am Brüllen.","Als die Nacht {{c1::hereinbrach}}, war Dudley am Brüllen.",01_harry_potter_und_der_stein_der_weisen
hineinsehen,hineinsahen,VERB,3,,,,,,,"Als sie in den Wald hineinsahen, zerzauste ihnen eine leichte Brise die Haare.","Als sie in den Wald {{c1::hineinsahen}}, zerzauste ihnen eine leichte Brise die Haare.",01_harry_potter_und_der_stein_der_weisen
hochbringen,hochgebracht,VERB,3,,,,,,,Ihre Koffer waren schon hochgebracht worden.,Ihre Koffer waren schon {{c1::hochgebracht}} worden.,01_harry_potter_und_der_stein_der_weisen
höflich,höflich,ADV,3,,,,,,,"Er hat Ja so höflich gefragt, wie er auf den Bahnsteig kommen soll.","Er hat Ja so {{c1::höflich}} gefragt, wie er auf den Bahnsteig kommen soll.",01_harry_potter_und_der_stein_der_weisen
krank,krank,ADV,3,,,,,,,"»Marge ist krank«, teilte er Tante Petunia mit.","»Marge ist {{c1::krank}}«, teilte er Tante Petunia mit.",01_harry_potter_und_der_stein_der_weisen
missmutig,missmutiger,ADV,3,,,,,,,"Es war schwer zu sagen, wer von den beiden deshalb missmutiger war.","Es war schwer zu sagen, wer von den beiden deshalb {{c1::missmutiger}} war.",01_harry_potter_und_der_stein_der_weisen
munter,munter,ADV,3,,,,,,,"Dursley schwatzte munter vor sich hin, während sie mit dem schreienden Dudley rangelte und ihn in seinen Hochstuhl zwängte.","Dursley schwatzte {{c1::munter}} vor sich hin, während sie mit dem schreienden Dudley rangelte und ihn in seinen Hochstuhl zwängte.",01_harry_potter_und_der_stein_der_weisen
mühsam,mühsam,ADV,3,,,,,,,"Er zog das Buch mühsam heraus, denn es war sehr schwer, setzte es mit dem Rücken auf seine Knie und klappte es auf","Er zog das Buch {{c1::mühsam}} heraus, denn es war sehr schwer, setzte es mit dem Rücken auf seine Knie und klappte es auf",01_harry_potter_und_der_stein_der_weisen
nachschauen,nachzuschauen,VERB,3,,,,,,,"Ein Gemurmel ging durch die Menge, als Adrian Pucey den Quaffel fallen ließ, weil er es nicht lassen konnte, sich umzudrehen und dem goldenen Etwas nachzuschauen, das an seinem linken Ohr vorbeigezischt war.","Ein Gemurmel ging durch die Menge, als Adrian Pucey den Quaffel fallen ließ, weil er es nicht lassen konnte, sich umzudrehen und dem goldenen Etwas {{c1::nachzuschauen}}, das an seinem linken Ohr vorbeigezischt war.",01_harry_potter_und_der_stein_der_weisen
panisch,panischen,ADJ,3,,,,,,,"Mit Siegesröte auf den Gesichtern rannten sie los, den Gang zurück, doch als sie die Ecke erreichten, hörten sie etwas, das ihre Herzen stillstehen ließ - einen schrillen, panischen Entsetzensschrei - und er kam aus dem Raum, den sie gerade abgeschlossen hatten.","Mit Siegesröte auf den Gesichtern rannten sie los, den Gang zurück, doch als sie die Ecke erreichten, hörten sie etwas, das ihre Herzen stillstehen ließ - einen schrillen, {{c1::panischen}} Entsetzensschrei - und er kam aus dem Raum, den sie gerade abgeschlossen hatten.",01_harry_potter_und_der_stein_der_weisen
pfeifend,pfeifend,ADV,3,,,,,,,"Während er sprach, kam etwas pfeifend den Küchenkamin heruntergesaust und knallte gegen seinen Hinterkopf","Während er sprach, kam etwas {{c1::pfeifend}} den Küchenkamin heruntergesaust und knallte gegen seinen Hinterkopf",01_harry_potter_und_der_stein_der_weisen
piepsig,piepsiger,ADJ,3,,,,,,,"Im Gegenteil, auf seinem Gesicht öffnete sich ein breites Lächeln, und die Leute, die vorbeigingen, blickten auf, als er mit piepsiger Stimme sagte: »Heute verzeih ich alles, mein lieber Herr, heute kann mich nichts aus der Bahn werfen!","Im Gegenteil, auf seinem Gesicht öffnete sich ein breites Lächeln, und die Leute, die vorbeigingen, blickten auf, als er mit {{c1::piepsiger}} Stimme sagte: »Heute verzeih ich alles, mein lieber Herr, heute kann mich nichts aus der Bahn werfen!",01_harry_potter_und_der_stein_der_weisen
rüber,rüber,ADV,3,,,,,,,Erstklässler hier rüber!,Erstklässler hier {{c1::rüber}}!,01_harry_potter_und_der_stein_der_weisen
schnipsen,schnipsen,VERB,3,,,,,,,"»Wutschen und schnipsen, denkt daran, wutschen und schnipsen.","»Wutschen und {{c1::schnipsen}}, denkt daran, wutschen und schnipsen.",01_harry_potter_und_der_stein_der_weisen
selber,selben,ADJ,3,,,,,,,"Gewiss, Dudley hatte nun so viel Angst vor Harry, dass er nicht im selben Zimmer mit ihm bleiben wollte, und Tante Petunia und Onkel Vernon schlossen Harry nicht mehr in den Schrank ein, zwangen ihn zu nichts und schrien ihn nicht an - in Wahrheit sprachen sie kein Wort mit ihm.","Gewiss, Dudley hatte nun so viel Angst vor Harry, dass er nicht im {{c1::selben}} Zimmer mit ihm bleiben wollte, und Tante Petunia und Onkel Vernon schlossen Harry nicht mehr in den Schrank ein, zwangen ihn zu nichts und schrien ihn nicht an - in Wahrheit sprachen sie kein Wort mit ihm.",01_harry_potter_und_der_stein_der_weisen
sprachlos,sprachlos,ADV,3,,,,,,,Professor McGonagall war fast sprachlos vor Entsetzen und ihre Brillengläser funkelten zornig.,Professor McGonagall war fast {{c1::sprachlos}} vor Entsetzen und ihre Brillengläser funkelten zornig.,01_harry_potter_und_der_stein_der_weisen
unerträglich,unerträglich,ADV,3,,,,,,,"Einfach unerträglich wäre es, wenn die Sache mit den Potters herauskommen würde.","Einfach {{c1::unerträglich}} wäre es, wenn die Sache mit den Potters herauskommen würde.",01_harry_potter_und_der_stein_der_weisen
unglücklicherweise,unglücklicherweise,ADV,3,,,,,,,"Filch erwischte sie dabei, wie sie sich durch eine Tür zwängen wollten, die sich unglücklicherweise als der Eingang zum verbotenen Korridor im dritten Stock herausstellte.","Filch erwischte sie dabei, wie sie sich durch eine Tür zwängen wollten, die sich {{c1::unglücklicherweise}} als der Eingang zum verbotenen Korridor im dritten Stock herausstellte.",01_harry_potter_und_der_stein_der_weisen
unmöglich,unmöglich,ADV,3,,,,,,,Ich kann unmöglich ein Zauberer sein.,Ich kann {{c1::unmöglich}} ein Zauberer sein.,01_harry_potter_und_der_stein_der_weisen
weitergehen,weitergegangen,VERB,3,,,,,,,"Und ein glatzköpfiger Mann mit einem sehr langen, purpurnen Umhang hatte ihm doch tatsächlich mitten auf der Straße die Hand geschüttelt und war dann ohne ein Wort zu sagen weitergegangen.","Und ein glatzköpfiger Mann mit einem sehr langen, purpurnen Umhang hatte ihm doch tatsächlich mitten auf der Straße die Hand geschüttelt und war dann ohne ein Wort zu sagen {{c1::weitergegangen}}.",01_harry_potter_und_der_stein_der_weisen
zubewegen,bewegen,VERB,3,,,,,,,"Harry hatte Ron dabei erwischt, wie er vor Deans Poster von dessen Lieblingsfußballmannschaft stand und die Spieler anfeuerte, sich doch endlich zu bewegen.","Harry hatte Ron dabei erwischt, wie er vor Deans Poster von dessen Lieblingsfußballmannschaft stand und die Spieler anfeuerte, sich doch endlich zu {{c1::bewegen}}.",01_harry_potter_und_der_stein_der_weisen
zudenken,denken,VERB,3,,,,,,,"Er setzte sich an den Tisch und versuchte nicht daran zu denken, wie er an seinem ersten Schultag in der Stonewall High aussehen würde - vermutlich wie einer, der ein paar Fetzen alter Elefantenhaut trug.","Er setzte sich an den Tisch und versuchte nicht daran zu {{c1::denken}}, wie er an seinem ersten Schultag in der Stonewall High aussehen würde - vermutlich wie einer, der ein paar Fetzen alter Elefantenhaut trug.",01_harry_potter_und_der_stein_der_weisen
zugleich,zugleich,ADV,3,,,,,,,"»Du hast Du-weißt-schon-wer beim Namen genannt!«, sagte Ron, entsetzt und beeindruckt zugleich.","»Du hast Du-weißt-schon-wer beim Namen genannt!«, sagte Ron, entsetzt und beeindruckt {{c1::zugleich}}.",01_harry_potter_und_der_stein_der_weisen
zuhaben,gehabt,VERB,3,,,,,,,»Elf Jahre lang haben wir herzlich wenig zu feiern gehabt.«,»Elf Jahre lang haben wir herzlich wenig zu feiern {{c1::gehabt}}.«,01_harry_potter_und_der_stein_der_weisen
zujagen,jagen,VERB,3,,,,,,,"Deshalb hat jede Mannschaft zwei Treiber - die Weasley-Zwillinge sind unsere -, ihre Aufgabe ist es, die eigene Seite vor den Klatschern zu schützen und zu versuchen sie auf die gegnerische Mannschaft zu jagen.","Deshalb hat jede Mannschaft zwei Treiber - die Weasley-Zwillinge sind unsere -, ihre Aufgabe ist es, die eigene Seite vor den Klatschern zu schützen und zu versuchen sie auf die gegnerische Mannschaft zu {{c1::jagen}}.",01_harry_potter_und_der_stein_der_weisen
zureden,reden,VERB,3,,,,,,,"Als nämlich Seamus Finnigan neugierig fragte, wie Quirrell den Zombie denn verjagt habe, lief der rosarot an und begann über das Wetter zu reden;","Als nämlich Seamus Finnigan neugierig fragte, wie Quirrell den Zombie denn verjagt habe, lief der rosarot an und begann über das Wetter zu {{c1::reden}};",01_harry_potter_und_der_stein_der_weisen
zurufen,zurief,VERB,3,,,,,,,"Doch alles, was er hatte tun wollen, war (wie er Onkel Vernon durch die verschlossene Tür seines Schranks zurief), hinter die großen Abfalleimer draußen vor der Küchentür zu springen.","Doch alles, was er hatte tun wollen, war (wie er Onkel Vernon durch die verschlossene Tür seines Schranks {{c1::zurief}}), hinter die großen Abfalleimer draußen vor der Küchentür zu springen.",01_harry_potter_und_der_stein_der_weisen
zusammenkauern,zusammenkauern,VERB,3,,,,,,,"Sie und Onkel Vernon gingen ins zerlumpte Bett nebenan, und Harry musste sich das weichste Stück Fußboden suchen und sich unter der dünnsten, zerrissensten Decke zusammenkauern.","Sie und Onkel Vernon gingen ins zerlumpte Bett nebenan, und Harry musste sich das weichste Stück Fußboden suchen und sich unter der dünnsten, zerrissensten Decke {{c1::zusammenkauern}}.",01_harry_potter_und_der_stein_der_weisen
zuschicken,schicken,VERB,3,,,,,,,"Und am Ende war Hagrid einverstanden, Charlie eine Eule zu schicken und ihn zu fragen.","Und am Ende war Hagrid einverstanden, Charlie eine Eule zu {{c1::schicken}} und ihn zu fragen.",01_harry_potter_und_der_stein_der_weisen
zuschreien,schrie,VERB,3,,,,,,,"Als er sich räusperte, um auf sich aufmerksam zu machen, schrie Dudley auf und rannte davon.","Als er sich räusperte, um auf sich aufmerksam zu machen, {{c1::schrie}} Dudley auf und rannte davon.",01_harry_potter_und_der_stein_der_weisen
überhören,überhörte,VERB,3,,,,,,,"Harry, der gerade zerriebene Löwenfischgräten abwog, überhörte ihn.","Harry, der gerade zerriebene Löwenfischgräten abwog, {{c1::überhörte}} ihn.",01_harry_potter_und_der_stein_der_weisen
