front,back,lemma,pos,gender,plural,plural_display,plural_alternatives,translations,translation_source,example,example_cloze,frequency,book
"das Mondkalb, -Mondkälber",,Mondkalb,NOUN,neuter,Mondkälber,-Mondkälber,Mondkälbern,,,"dicken Brille, die seine Augen auf Mondkalb große Flecke reduzierte.","dicken Brille, die seine Augen auf {{c1::Mondkalb}} große Flecke reduzierte.",1,06_harry_potter_und_der_halbblutprinz
"der Monolog, -e",,Monolog,NOUN,masculine,Monologe,-e,Monologen,,,Weasley laut über Fleurś Monolog hinweg.,Weasley laut über Fleurś {{c1::Monolog}} hinweg.,1,06_harry_potter_und_der_halbblutprinz
"die Monsterphantasie, -",,Monsterphantasie,NOUN,feminine,,,,,,war vielleicht die unbegreiflichste Monsterphantasie von all : die riesenhafte,war vielleicht die unbegreiflichste {{c1::Monsterphantasie}} von all : die riesenhafte,1,06_harry_potter_und_der_halbblutprinz
"die Montagnacht, -Montagnächte",,Montagnacht,NOUN,feminine,Montagnächte,-Montagnächte,Montagnächten,,,"Jetzt, wie wäre es Montagnacht, du kannst unmöglich bei dem Wetter","Jetzt, wie wäre es {{c1::Montagnacht}}, du kannst unmöglich bei dem Wetter",1,06_harry_potter_und_der_halbblutprinz
"die Moral, -en",,Moral,NOUN,feminine,Moralen,-en,,,,"""Ich möchte nicht bestreiten das die Moral im Ministerium momentan am Boden","""Ich möchte nicht bestreiten das die {{c1::Moral}} im Ministerium momentan am Boden",3,06_harry_potter_und_der_halbblutprinz
"die Mordgierig, -mordgierigen",,Mordgierig,NOUN,feminine,mordgierigen,-mordgierigen,,,,"Ron Neigung zeigten, Riesen zu füttern und zu einer mordgierigen, gewaltigen","Ron Neigung zeigten, Riesen zu füttern und zu einer {{c1::mordgierigen}}, gewaltigen",2,06_harry_potter_und_der_halbblutprinz
"die Morfin, -",,Morfin,NOUN,feminine,,,,,,"""Morfin!"" sagte eine laute Stimme.","""{{c1::Morfin}}!"" sagte eine laute Stimme.",54,06_harry_potter_und_der_halbblutprinz
"die Mottenkugel, -n",,Mottenkugel,NOUN,feminine,Mottenkugeln,-n,,,,- beides mit ziemlichen Geruch nach Mottenkugeln.,- beides mit ziemlichen Geruch nach {{c1::Mottenkugeln}}.,1,06_harry_potter_und_der_halbblutprinz
"der Muffliato-Fluch, -",,Muffliato-Fluch,NOUN,masculine,,,,,,sich weigerte überhaupt zu sprechen wenn Harry den Muffliato-Fluch auf,sich weigerte überhaupt zu sprechen wenn Harry den {{c1::Muffliato-Fluch}} auf,1,06_harry_potter_und_der_halbblutprinz
"Muggel-Anzüg, -en",,Muggel-Anzüg,NOUN,,Muggel-Anzügen,-en,,,,"Muggel-Anzügen in dem Moment als die Wagen hielten, von allen Seiten bewacht,","{{c1::Muggel-Anzügen}} in dem Moment als die Wagen hielten, von allen Seiten bewacht,",1,06_harry_potter_und_der_halbblutprinz
"die Muggel-Geborene, -",,Muggel-Geborene,NOUN,feminine,Muggel-Geborene,-,,,,"""Deine Mutter war eine Muggel-Geborene, sicher.","""Deine Mutter war eine {{c1::Muggel-Geborene}}, sicher.",3,06_harry_potter_und_der_halbblutprinz
"der Muggel-Geborener, -",,Muggel-Geborener,NOUN,masculine,Muggel-Geborener,-,,,,"""Einer meiner besten Freunde ist Muggel-Geborener"", sagte Harry, ""und sie ist die","""Einer meiner besten Freunde ist {{c1::Muggel-Geborener}}"", sagte Harry, ""und sie ist die",3,06_harry_potter_und_der_halbblutprinz
"Muggel-Mörd, -er",,Muggel-Mörd,NOUN,,Muggel-Mörder,-er,,,,berüchtigter Muggel-Mörder und wird sich vermutlich versuchen Du-Weißt-SchonWem wieder anzuschließen.,berüchtigter {{c1::Muggel-Mörder}} und wird sich vermutlich versuchen Du-Weißt-SchonWem wieder anzuschließen.,1,06_harry_potter_und_der_halbblutprinz
"Muggel-Spielkart, -en",,Muggel-Spielkart,NOUN,,Muggel-Spielkarten,-en,,,,Weasley untersuchte glücklich ein Päckchen Muggel-Spielkarten.,Weasley untersuchte glücklich ein Päckchen {{c1::Muggel-Spielkarten}}.,1,06_harry_potter_und_der_halbblutprinz
"Muggel-Trick, -s",,Muggel-Trick,NOUN,,Muggel-Tricks,-s,,,,George zog neben den Muggel-Tricks einen Vorhang beiseite und Harry sah einen,George zog neben den {{c1::Muggel-Tricks}} einen Vorhang beiseite und Harry sah einen,1,06_harry_potter_und_der_halbblutprinz
"das Muggel-Verbindungsbüro, -",,Muggel-Verbindungsbüro,NOUN,neuter,,,,,,"das Muggel-Verbindungsbüro sei bereits voll damit beschäftigt, alle Erinnerungen","das {{c1::Muggel-Verbindungsbüro}} sei bereits voll damit beschäftigt, alle Erinnerungen",1,06_harry_potter_und_der_halbblutprinz
"die Muggel-Zeitschrift, -",,Muggel-Zeitschrift,NOUN,feminine,,,,,,"""Nein, ich las ich bloß die Muggel-Zeitschrift,"" sagte Dumbledore.","""Nein, ich las ich bloß die {{c1::Muggel-Zeitschrift}},"" sagte Dumbledore.",1,06_harry_potter_und_der_halbblutprinz
"MuggelMisthaufen, -",,MuggelMisthaufen,NOUN,,MuggelMisthaufen,-,,,,In diesen MuggelMisthaufen?,In diesen {{c1::MuggelMisthaufen}}?,1,06_harry_potter_und_der_halbblutprinz
"Muggelgebor, -en",,Muggelgebor,NOUN,,Muggelgeboren,-en,,,,Muggelgeboren war...,{{c1::Muggelgeboren}} war...,1,06_harry_potter_und_der_halbblutprinz
"Muggelgroßelter, -n",,Muggelgroßelter,NOUN,,Muggelgroßeltern,-n,,,,"seine Hexenmutter ausgesetzt hatte, und seine Muggelgroßeltern, um auf diese","seine Hexenmutter ausgesetzt hatte, und seine {{c1::Muggelgroßeltern}}, um auf diese",1,06_harry_potter_und_der_halbblutprinz
"das Muggelhasser, -",,Muggelhasser,NOUN,neuter,,,,,,"Muggelhasser auf der anderen Seite des Tals lebte, einem Muggelhasser","{{c1::Muggelhasser}} auf der anderen Seite des Tals lebte, einem Muggelhasser",1,06_harry_potter_und_der_halbblutprinz
"der Muggelmann, -",,Muggelmann,NOUN,masculine,,,,,,"Muggelmann zu töten, und es könnte ihm damals eingefallen sein,","{{c1::Muggelmann}} zu töten, und es könnte ihm damals eingefallen sein,",1,06_harry_potter_und_der_halbblutprinz
"die Muggelverwaltung, -",,Muggelverwaltung,NOUN,feminine,,,,,,"""Die Muggelverwaltung waren ratlos.","""Die {{c1::Muggelverwaltung}} waren ratlos.",1,06_harry_potter_und_der_halbblutprinz
"das Muggle, -n",,Muggle,NOUN,neuter,Mugglen,-n,,,,Morde waren nicht das Werk von Mugglen.,Morde waren nicht das Werk von {{c1::Mugglen}}.,9,06_harry_potter_und_der_halbblutprinz
"Muggle-Angriff, -en",,Muggle-Angriff,NOUN,,Muggle-Angriffen,-en,,,,"Verwarnung wegen Muggle-Angriffen hatte, wurde zu drei Jahren in Azkaban","Verwarnung wegen {{c1::Muggle-Angriffen}} hatte, wurde zu drei Jahren in Azkaban",1,06_harry_potter_und_der_halbblutprinz
"die Muggle-Begleiterin, -",,Muggle-Begleiterin,NOUN,feminine,,,,,,"Muggle-Begleiterin vergessen, und sich stattdessen in sie verlieben zu lassen""?","{{c1::Muggle-Begleiterin}} vergessen, und sich stattdessen in sie verlieben zu lassen""?",1,06_harry_potter_und_der_halbblutprinz
"Muggle-Gebor, -en",,Muggle-Gebor,NOUN,,Muggle-Geboren,-en,,,,"genauso schlecht wie Muggle-Geboren zu sein bei den Todessern""!","genauso schlecht wie {{c1::Muggle-Geboren}} zu sein bei den Todessern""!",1,06_harry_potter_und_der_halbblutprinz
"die Muggle-Kleidung, -",,Muggle-Kleidung,NOUN,feminine,,,,,,"""Und, lass mich sehen, noch zwanzig für deine Muggle-Kleidung.","""Und, lass mich sehen, noch zwanzig für deine {{c1::Muggle-Kleidung}}.",1,06_harry_potter_und_der_halbblutprinz
"der Muggle-Liebhaber, -",,Muggle-Liebhaber,NOUN,masculine,,,,,,"""Ar, ich habe dich als ein Muggle-Liebhaber erkannt in dem Moment, als ich dich","""Ar, ich habe dich als ein {{c1::Muggle-Liebhaber}} erkannt in dem Moment, als ich dich",1,06_harry_potter_und_der_halbblutprinz
"der Muldber, -",,Muldber,NOUN,masculine,,,,,,"Gruppe von ihnen - Nott, Rosier, Muldber, Dolohov die Ihre Rückkehr erwarten?","Gruppe von ihnen - Nott, Rosier, {{c1::Muldber}}, Dolohov die Ihre Rückkehr erwarten?",1,06_harry_potter_und_der_halbblutprinz
"Mullioned-Fenster, -",,Mullioned-Fenster,NOUN,,Mullioned-Fenster,-,,,,"Wolken, gerade so wie der Himmel sichtbar der durch die hohen Mullioned-Fenster","Wolken, gerade so wie der Himmel sichtbar der durch die hohen {{c1::Mullioned-Fenster}}",1,06_harry_potter_und_der_halbblutprinz
"die Mundharmonika, -s",,Mundharmonika,NOUN,feminine,Mundharmonikas,-s,,,,befleckte Mundharmonika unter ihnen.,befleckte {{c1::Mundharmonika}} unter ihnen.,4,06_harry_potter_und_der_halbblutprinz
"der Mundschutz, -e",,Mundschutz,NOUN,masculine,Mundschutze,-e,Mundschutzen,,,"""Keine Ahnnug, ""sagte Harry, einen Mundschutz anlegend.","""Keine Ahnnug, ""sagte Harry, einen {{c1::Mundschutz}} anlegend.",2,06_harry_potter_und_der_halbblutprinz
"das Mädchenen, -",,Mädchenen,NOUN,neuter,,,,,,"Der Geist eines Mädchenens kam aus der Toilette in einer Zelle hinter ihnen,","Der Geist eines {{c1::Mädchenens}} kam aus der Toilette in einer Zelle hinter ihnen,",1,06_harry_potter_und_der_halbblutprinz
"die Mädchengruppe, -",,Mädchengruppe,NOUN,feminine,,,,,,hungrigen Blick in Richtung einer nahe gelegenen Mädchengruppe gesehen.,hungrigen Blick in Richtung einer nahe gelegenen {{c1::Mädchengruppe}} gesehen.,1,06_harry_potter_und_der_halbblutprinz
"der Mädchenschlafsaal, -",,Mädchenschlafsaal,NOUN,masculine,,,,,,war und sie ging ohne ein weiteres Wort in den Mädchenschlafsaal.,war und sie ging ohne ein weiteres Wort in den {{c1::Mädchenschlafsaal}}.,2,06_harry_potter_und_der_halbblutprinz
"das Mädel, -n",,Mädel,NOUN,neuter,Mädeln,-n,Mädel; Mädels,,,"""Ich will nicht meine eigene Schwester als knutschendes Mädel in der","""Ich will nicht meine eigene Schwester als knutschendes {{c1::Mädel}} in der",1,06_harry_potter_und_der_halbblutprinz
"die Mühle, -n",,Mühle,NOUN,feminine,Mühlen,-n,,,,veralteten Mühle,veralteten {{c1::Mühle}},1,06_harry_potter_und_der_halbblutprinz
"die Mühlkamin, -",,Mühlkamin,NOUN,feminine,,,,,,"über der der sehr hohe Mühlkamin, wie ein riesiger, warnender Finger zu schweben","über der der sehr hohe {{c1::Mühlkamin}}, wie ein riesiger, warnender Finger zu schweben",1,06_harry_potter_und_der_halbblutprinz
"das Nachbarbild, -",,Nachbarbild,NOUN,neuter,,,,,,"lediglich ein Portrait mit mehreren Hexen, die kreischten und ins Nachbarbild","lediglich ein Portrait mit mehreren Hexen, die kreischten und ins {{c1::Nachbarbild}}",1,06_harry_potter_und_der_halbblutprinz
"der Nachrief, -",,Nachrief,NOUN,masculine,,,,,,nachrief.,{{c1::nachrief}}.,1,06_harry_potter_und_der_halbblutprinz
"Nachtausflug, -Nachtausflüge",,Nachtausflug,NOUN,,Nachtausflüge,-Nachtausflüge,,,,glücklicherweise jedoch hatten Harrys häufige Nachtausflüge ihm eine,glücklicherweise jedoch hatten Harrys häufige {{c1::Nachtausflüge}} ihm eine,1,06_harry_potter_und_der_halbblutprinz
"das Nahrungsmittel, -n",,Nahrungsmittel,NOUN,neuter,Nahrungsmitteln,-n,Nahrungsmittel,,,Nahrungsmittel lagen auf dem Tisch inmitten einiger verkrusteter Töpfe.,{{c1::Nahrungsmittel}} lagen auf dem Tisch inmitten einiger verkrusteter Töpfe.,1,06_harry_potter_und_der_halbblutprinz
"die Narcissa, -",,Narcissa,NOUN,feminine,,,,,,ihren Blick nicht von Snape als sie um das Sofa ging und sich hinter Narcissa,ihren Blick nicht von Snape als sie um das Sofa ging und sich hinter {{c1::Narcissa}},4,06_harry_potter_und_der_halbblutprinz
"der Narcissaś, -",,Narcissaś,NOUN,masculine,,,,,,Seine schwarzen Augen fixierten Narcissaś,Seine schwarzen Augen fixierten {{c1::Narcissaś}},1,06_harry_potter_und_der_halbblutprinz
"der Nasenbluten-Nougat, -",,Nasenbluten-Nougat,NOUN,masculine,,,,,,"Harry bemerkte, dass der Nasenbluten-Nougat am begehrtesten war, mit","Harry bemerkte, dass der {{c1::Nasenbluten-Nougat}} am begehrtesten war, mit",1,06_harry_potter_und_der_halbblutprinz
"das Nasenjuck, -",,Nasenjuck,NOUN,neuter,,,,,,Nasenjucken auszugleichen.,{{c1::Nasenjucken}} auszugleichen.,1,06_harry_potter_und_der_halbblutprinz
"die Nation, -en",,Nation,NOUN,feminine,Nationen,-en,Nations,,,Die die Nation ergreift!,Die die {{c1::Nation}} ergreift!,1,06_harry_potter_und_der_halbblutprinz
"die Nebem, -",,Nebem,NOUN,feminine,,,,,,"Hand aus und führte den lebendigen, warmen Körper von Fang der nebem ihm","Hand aus und führte den lebendigen, warmen Körper von Fang der {{c1::nebem}} ihm",1,06_harry_potter_und_der_halbblutprinz
"die Nebenbemerkung, -en",,Nebenbemerkung,NOUN,feminine,Nebenbemerkungen,-en,,,,"Mal länger fest, machte spitze Nebenbemerkungen darüber, dass Harry das gute","Mal länger fest, machte spitze {{c1::Nebenbemerkungen}} darüber, dass Harry das gute",1,06_harry_potter_und_der_halbblutprinz
"die Nebenwirkung, -en",,Nebenwirkung,NOUN,feminine,Nebenwirkungen,-en,,,,Schulelektion einzufügen und praktisch unentdeckbar (Nebenwirkungen schließen,Schulelektion einzufügen und praktisch unentdeckbar ({{c1::Nebenwirkungen}} schließen,2,06_harry_potter_und_der_halbblutprinz
"der Nein-""keucht, -",,"Nein-""keucht",NOUN,masculine,,,,,,"""Nein-""keuchte Harry.","""{{c1::Nein-""keuchte}} Harry.",1,06_harry_potter_und_der_halbblutprinz
"der Nenner, -n",,Nenner,NOUN,masculine,Nennern,-n,Nenner,,,einen gemeinsamen Nenner in den Aussagen zu finden.,einen gemeinsamen {{c1::Nenner}} in den Aussagen zu finden.,1,06_harry_potter_und_der_halbblutprinz
"der Nesselausschlag, -",,Nesselausschlag,NOUN,masculine,,,,,,"vorbeiging und er sah nicht so hübsch mit Nesselausschlag über ihm aus, hat er,","vorbeiging und er sah nicht so hübsch mit {{c1::Nesselausschlag}} über ihm aus, hat er,",1,06_harry_potter_und_der_halbblutprinz
"die Nicht--, -",,Nicht--,NOUN,feminine,,,,,,"""Ich wollte sie nicht--""","""Ich wollte sie {{c1::nicht--}}""",1,06_harry_potter_und_der_halbblutprinz
"Nicht-magische-Leute, -",,Nicht-magische-Leute,NOUN,,Nicht-magische-Leute,-,,,,"können, obwohl Muggles um dich herum - Nicht-magische-Leute, sind das - nicht","können, obwohl Muggles um dich herum - {{c1::Nicht-magische-Leute}}, sind das - nicht",1,06_harry_potter_und_der_halbblutprinz
"die Nichte, -n",,Nichte,NOUN,feminine,Nichten,-n,,,,"verdrängen, gab die Wüstenrennmaus seiner kleinen Nichte, und hatte seinen","verdrängen, gab die Wüstenrennmaus seiner kleinen {{c1::Nichte}}, und hatte seinen",1,06_harry_potter_und_der_halbblutprinz
"die Niedergeschlagenheit, -",,Niedergeschlagenheit,NOUN,feminine,,,,,,"Mit eine Niedergeschlagenheit die wenig mit Quidditch zu tun hatte, begegnete er","Mit eine {{c1::Niedergeschlagenheit}} die wenig mit Quidditch zu tun hatte, begegnete er",1,06_harry_potter_und_der_halbblutprinz
"die Niere, -n",,Niere,NOUN,feminine,Nieren,-n,,,,wie eingetrocknete Nieren aussahen als wie Steine.,wie eingetrocknete {{c1::Nieren}} aussahen als wie Steine.,1,06_harry_potter_und_der_halbblutprinz
"der Nieselregen, -",,Nieselregen,NOUN,masculine,Nieselregen,-,,,,"ganzen Weg zum Stadium durch den kühlen nebligen Nieselregen hinunter, kalt","ganzen Weg zum Stadium durch den kühlen nebligen {{c1::Nieselregen}} hinunter, kalt",1,06_harry_potter_und_der_halbblutprinz
"die Nockturngasse, -",,Nockturngasse,NOUN,feminine,Nockturngasse,-,,,,"Malfoy sah sich um und bog dann in die Nockturngasse, aus ihrer Sicht.","Malfoy sah sich um und bog dann in die {{c1::Nockturngasse}}, aus ihrer Sicht.",3,06_harry_potter_und_der_halbblutprinz
"Nockturngaß, -Nockturngasse",,Nockturngaß,NOUN,,Nockturngasse,-Nockturngasse,,,,"Aber Nockturngasse, die seitliche Straße die den dunklen Künsten gewidmet war,","Aber {{c1::Nockturngasse}}, die seitliche Straße die den dunklen Künsten gewidmet war,",1,06_harry_potter_und_der_halbblutprinz
"die Nogschwänze, -",,Nogschwänze,NOUN,feminine,,,,,,"Nogschwänze verfolgt in, ich denke, Norfolk?","{{c1::Nogschwänze}} verfolgt in, ich denke, Norfolk?",2,06_harry_potter_und_der_halbblutprinz
"das Normalzustand, -",,Normalzustand,NOUN,neuter,,,,,,das Normalzustand für einen Zauberer?,das {{c1::Normalzustand}} für einen Zauberer?,1,06_harry_potter_und_der_halbblutprinz
"der Notizblock, -Notizblöcke",,Notizblock,NOUN,masculine,Notizblöcke,-Notizblöcke,Notizblöcken,,,Notizblock in ihrer Hand hielt.,{{c1::Notizblock}} in ihrer Hand hielt.,1,06_harry_potter_und_der_halbblutprinz
"die Notmaßnahme, -n",,Notmaßnahme,NOUN,feminine,Notmaßnahmen,-n,,,,das alle Familienmitglieder Notmaßnahmen wie Schild und Disillusionszauber,das alle Familienmitglieder {{c1::Notmaßnahmen}} wie Schild und Disillusionszauber,1,06_harry_potter_und_der_halbblutprinz
"die Null, -en",,Null,NOUN,feminine,Nullen,-en,Nulls,,,Nach einer halben Stunde führte Gryffindor sechzig Punkte zu Null.,Nach einer halben Stunde führte Gryffindor sechzig Punkte zu {{c1::Null}}.,1,06_harry_potter_und_der_halbblutprinz
"die Nvbl, -",,Nvbl,NOUN,feminine,,,,,,Nvbl. .,{{c1::Nvbl}}. .,1,06_harry_potter_und_der_halbblutprinz
"Nähtenzu, -",,Nähtenzu,NOUN,,,,,,,"aus den Nähtenzu platzen, "" Ich habe ein paar Tränke für euch vorbereitet, um","aus den {{c1::Nähtenzu}} platzen, "" Ich habe ein paar Tränke für euch vorbereitet, um",1,06_harry_potter_und_der_halbblutprinz
"die Nässe, -",,Nässe,NOUN,feminine,Nässe,-,,,,"um durch kalte, eintönige Nässe","um durch kalte, eintönige {{c1::Nässe}}",1,06_harry_potter_und_der_halbblutprinz
"das Nützlichsteum, -",,Nützlichsteum,NOUN,neuter,,,,,,"""Nun, was Harry sagte, ist das Nützlichsteum sie auseinander zu halten!""","""Nun, was Harry sagte, ist das {{c1::Nützlichsteum}} sie auseinander zu halten!""",1,06_harry_potter_und_der_halbblutprinz
"OWL-Ergebnis, -se",,OWL-Ergebnis,NOUN,,OWL-Ergebnisse,-se,,,,Ich frage mich wann unsere OWL-Ergebnisse kommen werden?,Ich frage mich wann unsere {{c1::OWL-Ergebnisse}} kommen werden?,2,06_harry_potter_und_der_halbblutprinz
"OWL-Ergebnisse, -n",,OWL-Ergebnisse,NOUN,,OWL-Ergebnissen,-n,,,,Harry lachte verlegen und wechselte das Thema zu den OWL-Ergebnissen so,Harry lachte verlegen und wechselte das Thema zu den {{c1::OWL-Ergebnissen}} so,1,06_harry_potter_und_der_halbblutprinz
"OWLś, -",,OWLś,NOUN,,OWLś,-,,,,"""Zähle nicht deine OWLś, bevor sie geliefert werden, ""sagte Dumbledore ernst.","""Zähle nicht deine {{c1::OWLś}}, bevor sie geliefert werden, ""sagte Dumbledore ernst.",3,06_harry_potter_und_der_halbblutprinz
"die Oberseite, -n",,Oberseite,NOUN,feminine,Oberseiten,-n,,,,"Die Frau, die Narcissa genannt wurde, erreichte die Oberseite der Böschung, auf","Die Frau, die Narcissa genannt wurde, erreichte die {{c1::Oberseite}} der Böschung, auf",6,06_harry_potter_und_der_halbblutprinz
"das Objekt, -e",,Objekt,NOUN,neuter,Objekte,-e,Objekten,,,"Jedes dunkle Objekt wäre gefunden worden, ich weiß es deshalb","Jedes dunkle {{c1::Objekt}} wäre gefunden worden, ich weiß es deshalb",26,06_harry_potter_und_der_halbblutprinz
"der Occlumency, -",,Occlumency,NOUN,masculine,,,,,,Occlumency gelehrt wie ich sehe.,{{c1::Occlumency}} gelehrt wie ich sehe.,2,06_harry_potter_und_der_halbblutprinz
"das Occlumentic, -",,Occlumentic,NOUN,neuter,,,,,,"""Wenn ich unterricht bei ihnen erhalte, muss ich nicht mehr zum Occlumentic","""Wenn ich unterricht bei ihnen erhalte, muss ich nicht mehr zum {{c1::Occlumentic}}",1,06_harry_potter_und_der_halbblutprinz
"Occlumentik-Stunde, -n",,Occlumentik-Stunde,NOUN,,Occlumentik-Stunden,-n,,,,Harry wusste das Snape an ihre unglücklichen Occlumentik-Stunden im vorigen,Harry wusste das Snape an ihre unglücklichen {{c1::Occlumentik-Stunden}} im vorigen,2,06_harry_potter_und_der_halbblutprinz
"der Occlumentiker, -",,Occlumentiker,NOUN,masculine,,,,,,""", aber er ist ein sehr guter Occlumentiker, oder Sir?"" sagte Harry, dessen",""", aber er ist ein sehr guter {{c1::Occlumentiker}}, oder Sir?"" sagte Harry, dessen",2,06_harry_potter_und_der_halbblutprinz
"das Ohm, -e",,Ohm,NOUN,neuter,Ohme,-e,Ohm; Ohmen; Ohms,,,"""Öhm…""","""{{c1::Öhm}}…""",2,06_harry_potter_und_der_halbblutprinz
"die Opalhalskette, -",,Opalhalskette,NOUN,feminine,,,,,,"Eine kunstvolle Opalhalskette war sichtbar, aus dem Papier","Eine kunstvolle {{c1::Opalhalskette}} war sichtbar, aus dem Papier",1,06_harry_potter_und_der_halbblutprinz
"der Optimist, -en",,Optimist,NOUN,masculine,Optimisten,-en,,,,"Oh, übrigenszwanzig Optimisten haben schon ihre Namen für die Gryffindor QuidditchMannschaft hinterlegt.","Oh, übrigenszwanzig {{c1::Optimisten}} haben schon ihre Namen für die Gryffindor QuidditchMannschaft hinterlegt.",1,06_harry_potter_und_der_halbblutprinz
"die Option, -en",,Option,NOUN,feminine,Optionen,-en,,,,"Option, sich zu zusätzlichen Übungssitzungen zu melden, die in Hogsmeade","{{c1::Option}}, sich zu zusätzlichen Übungssitzungen zu melden, die in Hogsmeade",4,06_harry_potter_und_der_halbblutprinz
"die Orientierung, -en",,Orientierung,NOUN,feminine,Orientierungen,-en,,,,"Orientierung verloren hätte, dann setzte es seinen Weg fort, sein langer Mantel","{{c1::Orientierung}} verloren hätte, dann setzte es seinen Weg fort, sein langer Mantel",1,06_harry_potter_und_der_halbblutprinz
"das Packet, -",,Packet,NOUN,neuter,,,,,,"Als er dann ein paar Umhänge, zwei Zauberbücher und ein Packet","Als er dann ein paar Umhänge, zwei Zauberbücher und ein {{c1::Packet}}",1,06_harry_potter_und_der_halbblutprinz
"die Paillette, -n",,Paillette,NOUN,feminine,Pailletten,-n,,,,"Sie trug einen mit Pailletten besetzten silbernen Umhang, der ein leichtes","Sie trug einen mit {{c1::Pailletten}} besetzten silbernen Umhang, der ein leichtes",2,06_harry_potter_und_der_halbblutprinz
"der Panda, -s",,Panda,NOUN,masculine,Pandas,-s,,,,Weasley ihr die Ähnlichkeit mit beim halbieren eines Pandas,Weasley ihr die Ähnlichkeit mit beim halbieren eines {{c1::Pandas}},1,06_harry_potter_und_der_halbblutprinz
"das Papierflugzeug, -",,Papierflugzeug,NOUN,neuter,,,,,,"einem Papierflugzeug gemacht hatte,","einem {{c1::Papierflugzeug}} gemacht hatte,",2,06_harry_potter_und_der_halbblutprinz
"die Papierkettenexplosion, -",,Papierkettenexplosion,NOUN,feminine,,,,,,Papierkettenexplosion saßen.,{{c1::Papierkettenexplosion}} saßen.,1,06_harry_potter_und_der_halbblutprinz
"der Papierladen, -Papierläden",,Papierladen,NOUN,masculine,Papierläden,-Papierläden,,,,"gehen ins Dorf, dort ist ein sehr hübsches Mädchen, das im Papierladen arbeitet.","gehen ins Dorf, dort ist ein sehr hübsches Mädchen, das im {{c1::Papierladen}} arbeitet.",1,06_harry_potter_und_der_halbblutprinz
"Parteieinladung, -en",,Parteieinladung,NOUN,,Parteieinladungen,-en,,,,deine Strafe abzusitzen – äh - ganz gleich wie viele Parteieinladungen du,deine Strafe abzusitzen – äh - ganz gleich wie viele {{c1::Parteieinladungen}} du,1,06_harry_potter_und_der_halbblutprinz
"die Partikel, -n",,Partikel,NOUN,feminine,Partikeln,-n,Partikel,,,Verstand zu jedem Partikel eures Körpers fließen!,Verstand zu jedem {{c1::Partikel}} eures Körpers fließen!,1,06_harry_potter_und_der_halbblutprinz
"die Pasteste, -",,Pasteste,NOUN,feminine,,,,,,zuwendend und eine Pasteste von einem Tablett ergreifend und es in Sanguinis,zuwendend und eine {{c1::Pasteste}} von einem Tablett ergreifend und es in Sanguinis,1,06_harry_potter_und_der_halbblutprinz
"die Pastinake, -n",,Pastinake,NOUN,feminine,Pastinaken,-n,,,,"""Pastinaken,","""{{c1::Pastinaken}},",2,06_harry_potter_und_der_halbblutprinz
"das Patenkind, -er",,Patenkind,NOUN,neuter,Patenkinder,-er,Patenkindern,,,"Patenkind!"" sagte Dumbledore, zustimmend mit der Hand auf Harryś Rücken","{{c1::Patenkind}}!"" sagte Dumbledore, zustimmend mit der Hand auf Harryś Rücken",1,06_harry_potter_und_der_halbblutprinz
"der Patentiert, -en",,Patentiert,NOUN,masculine,Patentierten,-en,,,,brütend über den Patentierten Tagtraum Zaubern fanden.,brütend über den {{c1::Patentierten}} Tagtraum Zaubern fanden.,1,06_harry_potter_und_der_halbblutprinz
"die Patronuse, -",,Patronuse,NOUN,feminine,,,,,,Mann der alles über Patronuse kannte?,Mann der alles über {{c1::Patronuse}} kannte?,1,06_harry_potter_und_der_halbblutprinz
"das Peake, -",,Peake,NOUN,neuter,,,,,,"Coote und Peakes, die Treiber","Coote und {{c1::Peakes}}, die Treiber",3,06_harry_potter_und_der_halbblutprinz
"das Peakes, -",,Peakes,NOUN,neuter,,,,,,Peakes und Coote wurden immer besser.,{{c1::Peakes}} und Coote wurden immer besser.,5,06_harry_potter_und_der_halbblutprinz
"die Peevsie, -",,Peevsie,NOUN,feminine,,,,,,"Rufen Sie Peevsie, er macht es noch schlimmer!","Rufen Sie {{c1::Peevsie}}, er macht es noch schlimmer!",1,06_harry_potter_und_der_halbblutprinz
"der Pekinese, -",,Pekinese,NOUN,masculine,,,,,,"'Gerade mal die Größe eines Pekinesen""","'Gerade mal die Größe eines {{c1::Pekinesen}}""",1,06_harry_potter_und_der_halbblutprinz
"das Pendel, -n",,Pendel,NOUN,neuter,Pendeln,-n,Pendel,,,"vor ihren Füßen, das Ziffernblatt gebrochen, sein Pendel lag ein Stück weiter wie","vor ihren Füßen, das Ziffernblatt gebrochen, sein {{c1::Pendel}} lag ein Stück weiter wie",1,06_harry_potter_und_der_halbblutprinz
"die Perfektion, -",,Perfektion,NOUN,feminine,,,,,,Um das Bild der Perfektion zu vervollkommnen trug sie ein voll beladenes Tablett,Um das Bild der {{c1::Perfektion}} zu vervollkommnen trug sie ein voll beladenes Tablett,1,06_harry_potter_und_der_halbblutprinz
"die Periode, -n",,Periode,NOUN,feminine,Perioden,-n,,,,ersten Periode Uralt-Runen ohne weiteres ado.,ersten {{c1::Periode}} Uralt-Runen ohne weiteres ado.,3,06_harry_potter_und_der_halbblutprinz
"die Perlmutterglanz, -",,Perlmutterglanz,NOUN,feminine,,,,,,"Perlmutterglanz erkannt""?","{{c1::Perlmutterglanz}} erkannt""?",1,06_harry_potter_und_der_halbblutprinz
